# Force and moment coefficients
# dragDir       : (1.00000000e+00 0.00000000e+00 0.00000000e+00)
# sideDir       : (0.00000000e+00 0.00000000e+00 -1.00000000e+00)
# liftDir       : (0.00000000e+00 1.00000000e+00 0.00000000e+00)
# rollAxis      : (1.00000000e+00 0.00000000e+00 0.00000000e+00)
# pitchAxis     : (0.00000000e+00 0.00000000e+00 -1.00000000e+00)
# yawAxis       : (0.00000000e+00 1.00000000e+00 0.00000000e+00)
# magUInf       : 1.77482393e-01
# lRef          : 1.00000000e+00
# Aref          : 1.00000000e-02
# CofR          : (0.00000000e+00 0.00000000e+00 0.00000000e+00)
#
# Time          	Cd              	Cd(f)           	Cd(r)           	Cl              	Cl(f)           	Cl(r)           	CmPitch         	CmRoll          	CmYaw           	Cs              	Cs(f)           	Cs(r)           
11              	2.37842220e+01	1.18914242e+01	1.18927978e+01	1.37352868e-01	6.86270420e-02	6.87258259e-02	-4.93919304e-05	-6.86764339e-04	1.18921110e-01	-3.73238079e-17	1.18921110e-01	-1.18921110e-01
12              	2.23923660e+01	1.11948958e+01	1.11974702e+01	2.57439496e-01	1.28693040e-01	1.28746455e-01	-2.67075253e-05	-1.28719748e-03	1.11961830e-01	-3.82511878e-17	1.11961830e-01	-1.11961830e-01
13              	1.19735240e+01	5.98547969e+00	5.98804430e+00	2.56460403e-01	1.28220118e-01	1.28240284e-01	-1.00829481e-05	-1.28230201e-03	5.98676200e-02	-3.87948811e-17	5.98676200e-02	-5.98676200e-02
14              	-3.09112897e-01	-1.55262678e-01	-1.53850219e-01	1.41245842e-01	7.06256773e-02	7.06201652e-02	2.75607588e-06	-7.06229212e-04	-1.54556448e-03	-3.88079980e-17	-1.54556448e-03	1.54556448e-03
15              	-8.63020379e+00	-4.31491930e+00	-4.31528448e+00	-3.65179406e-02	-1.82529862e-02	-1.82649544e-02	5.98412395e-06	1.82589703e-04	-4.31510189e-02	-3.83943206e-17	-4.31510189e-02	4.31510189e-02
16              	-1.06028837e+01	-5.30041852e+00	-5.30246519e+00	-2.04667699e-01	-1.02328446e-01	-1.02339253e-01	5.40321614e-06	1.02333850e-03	-5.30144186e-02	-3.76370689e-17	-5.30144186e-02	5.30144186e-02
17              	-7.26024240e+00	-3.62859605e+00	-3.63164635e+00	-3.05030094e-01	-1.52509234e-01	-1.52520860e-01	5.81317217e-06	1.52515047e-03	-3.63012120e-02	-3.70510684e-17	-3.63012120e-02	3.63012120e-02
18              	-1.61699175e+00	-8.06967988e-01	-8.10023762e-01	-3.05577373e-01	-1.52778712e-01	-1.52798661e-01	9.97466750e-06	1.52788686e-03	-8.08495875e-03	-3.66153932e-17	-8.08495875e-03	8.08495875e-03
19              	3.21285265e+00	1.60752746e+00	1.60532518e+00	-2.20227986e-01	-1.10097273e-01	-1.10130713e-01	1.67198528e-05	1.10113993e-03	1.60642632e-02	-3.67351741e-17	1.60642632e-02	-1.60642632e-02
20              	5.38927594e+00	2.69512301e+00	2.69415293e+00	-9.70086249e-02	-4.84848263e-02	-4.85237986e-02	1.94861179e-05	4.85043125e-04	2.69463797e-02	-3.69716744e-17	2.69463797e-02	-2.69463797e-02
21              	4.76358552e+00	2.38175319e+00	2.38183234e+00	7.91470784e-03	3.97720148e-03	3.93750635e-03	1.98475639e-05	-3.95735392e-05	2.38179276e-02	-3.73181237e-17	2.38179276e-02	-2.38179276e-02
22              	2.42796572e+00	1.21370197e+00	1.21426375e+00	5.61776947e-02	2.81102862e-02	2.80674085e-02	2.14388503e-05	-2.80888474e-04	1.21398286e-02	-3.75093319e-17	1.21398286e-02	-1.21398286e-02
23              	-1.06714425e-01	-5.35504951e-02	-5.31639302e-02	3.86564850e-02	1.93512152e-02	1.93052698e-02	2.29726725e-05	-1.93282425e-04	-5.33572126e-04	-3.74473407e-17	-5.33572126e-04	5.33572126e-04
24              	-1.69043251e+00	-8.45097649e-01	-8.45334861e-01	-2.37211580e-02	-1.18366246e-02	-1.18845334e-02	2.39544312e-05	1.18605790e-04	-8.45216255e-03	-3.72579944e-17	-8.45216255e-03	8.45216255e-03
25              	-1.92433626e+00	-9.61691055e-01	-9.62645208e-01	-9.54153306e-02	-4.76822640e-02	-4.77330666e-02	2.54012790e-05	4.77076653e-04	-9.62168131e-03	-3.70055865e-17	-9.62168131e-03	9.62168131e-03
26              	-1.10423566e+00	-5.51390379e-01	-5.52845277e-01	-1.45489776e-01	-7.27193091e-02	-7.27704670e-02	2.55789196e-05	7.27448881e-04	-5.52117828e-03	-3.67872369e-17	-5.52117828e-03	5.52117828e-03
27              	1.03827121e-01	5.26958750e-02	5.11312462e-02	-1.56462880e-01	-7.82048554e-02	-7.82580242e-02	2.65844017e-05	7.82314398e-04	5.19135606e-04	-3.66944011e-17	5.19135606e-04	-5.19135606e-04
28              	1.06274268e+00	5.32030782e-01	5.30711898e-01	-1.31888426e-01	-6.59154884e-02	-6.59729376e-02	2.87245883e-05	6.59442130e-04	5.31371340e-03	-3.67182389e-17	5.31371340e-03	-5.31371340e-03
29              	1.43147518e+00	7.16187223e-01	7.15287961e-01	-8.99262010e-02	-4.49321216e-02	-4.49940794e-02	3.09788956e-05	4.49631005e-04	7.15737592e-03	-3.68111745e-17	7.15737592e-03	-7.15737592e-03
30              	1.22397816e+00	6.12244199e-01	6.11733961e-01	-5.10238665e-02	-2.54786390e-02	-2.55452275e-02	3.32942332e-05	2.55119333e-04	6.11989080e-03	-3.69035428e-17	6.11989080e-03	-6.11989080e-03
31              	6.97529954e-01	3.48916611e-01	3.48613343e-01	-3.03268336e-02	-1.51281232e-02	-1.51987103e-02	3.52935418e-05	1.51634168e-04	3.48764977e-03	-3.69413938e-17	3.48764977e-03	-3.48764977e-03
32              	1.72827887e-01	8.65736112e-02	8.62542762e-02	-3.19334951e-02	-1.59299647e-02	-1.60035305e-02	3.67829117e-05	1.59667476e-04	8.64139437e-04	-3.69148897e-17	8.64139437e-04	-8.64139437e-04
33              	-1.24471677e-01	-6.19883150e-02	-6.24833616e-02	-4.95046565e-02	-2.47141775e-02	-2.47904789e-02	3.81506926e-05	2.47523282e-04	-6.22358383e-04	-3.68371796e-17	-6.22358383e-04	6.22358383e-04
34              	-1.33615302e-01	-6.64498922e-02	-6.71654094e-02	-7.15517154e-02	-3.57362014e-02	-3.58155141e-02	3.96563590e-05	3.57758577e-04	-6.68076508e-04	-3.67483039e-17	-6.68076508e-04	6.68076508e-04
35              	6.53167283e-02	3.30965623e-02	3.22201660e-02	-8.76396351e-02	-4.37782139e-02	-4.38614212e-02	4.16036405e-05	4.38198176e-04	3.26583642e-04	-3.66778445e-17	3.26583642e-04	-3.26583642e-04
36              	3.24670105e-01	1.62795163e-01	1.61874942e-01	-9.20220256e-02	-4.59671463e-02	-4.60548793e-02	4.38665448e-05	4.60110128e-04	1.62335052e-03	-3.66450518e-17	1.62335052e-03	-1.62335052e-03
37              	5.13670151e-01	2.57262282e-01	2.56407869e-01	-8.54413499e-02	-4.26743652e-02	-4.27669848e-02	4.63097925e-05	4.27206750e-04	2.56835076e-03	-3.66424828e-17	2.56835076e-03	-2.56835076e-03
38              	5.70322495e-01	2.85527582e-01	2.84794913e-01	-7.32668319e-02	-3.65846727e-02	-3.66821592e-02	4.87432188e-05	3.66334159e-04	2.85161247e-03	-3.66586133e-17	2.85161247e-03	-2.85161247e-03
39              	5.07654762e-01	2.54134639e-01	2.53520123e-01	-6.14516339e-02	-3.06747394e-02	-3.07768945e-02	5.10775536e-05	3.07258169e-04	2.53827381e-03	-3.66734539e-17	2.53827381e-03	-2.53827381e-03
40              	3.86815777e-01	1.93681356e-01	1.93134421e-01	-5.46934849e-02	-2.72933747e-02	-2.74001102e-02	5.33677574e-05	2.73467424e-04	1.93407888e-03	-3.66752551e-17	1.93407888e-03	-1.93407888e-03
41              	2.76630803e-01	1.38586734e-01	1.38044069e-01	-5.42665503e-02	-2.70776811e-02	-2.71888693e-02	5.55941179e-05	2.71332752e-04	1.38315402e-03	-3.66558015e-17	1.38315402e-03	-1.38315402e-03
42              	2.21031245e-01	1.10807751e-01	1.10223494e-01	-5.84257206e-02	-2.91550700e-02	-2.92706506e-02	5.77902660e-05	2.92128603e-04	1.10515623e-03	-3.66256856e-17	1.10515623e-03	-1.10515623e-03
43              	2.27349139e-01	1.13994742e-01	1.13354398e-01	-6.40343941e-02	-3.19571835e-02	-3.20772106e-02	6.00135200e-05	3.20171970e-04	1.13674570e-03	-3.65939056e-17	1.13674570e-03	-1.13674570e-03
44              	2.74539610e-01	1.37610501e-01	1.36929109e-01	-6.81391614e-02	-3.40073162e-02	-3.41318451e-02	6.22644435e-05	3.40695807e-04	1.37269805e-03	-3.65692439e-17	1.37269805e-03	-1.37269805e-03
45              	3.29747877e-01	1.65218549e-01	1.64529328e-01	-6.89221539e-02	-3.43965005e-02	-3.45256534e-02	6.45764842e-05	3.44610770e-04	1.64873938e-03	-3.65526436e-17	1.64873938e-03	-1.64873938e-03
46              	3.66211290e-01	1.83438330e-01	1.82772959e-01	-6.65370600e-02	-3.32015971e-02	-3.33354629e-02	6.69329197e-05	3.32685300e-04	1.83105645e-03	-3.65446196e-17	1.83105645e-03	-1.83105645e-03
47              	3.72963185e-01	1.86794317e-01	1.86168868e-01	-6.25448526e-02	-3.12031004e-02	-3.13417523e-02	6.93259516e-05	3.12724263e-04	1.86481593e-03	-3.65409881e-17	1.86481593e-03	-1.86481593e-03
48              	3.54849926e-01	1.77717950e-01	1.77131976e-01	-5.85973658e-02	-2.92268451e-02	-2.93705206e-02	7.18377662e-05	2.92986829e-04	1.77424963e-03	-3.65368568e-17	1.77424963e-03	-1.77424963e-03
49              	3.26380921e-01	1.63470439e-01	1.62910482e-01	-5.59957228e-02	-2.79234728e-02	-2.80722500e-02	7.43886219e-05	2.79978614e-04	1.63190460e-03	-3.65293701e-17	1.63190460e-03	-1.63190460e-03
50              	3.02537770e-01	1.51544591e-01	1.50993179e-01	-5.51411561e-02	-2.74936361e-02	-2.76475200e-02	7.69419688e-05	2.75705781e-04	1.51268885e-03	-3.65178291e-17	1.51268885e-03	-1.51268885e-03
51              	2.91842418e-01	1.46198982e-01	1.45643437e-01	-5.55545319e-02	-2.76977647e-02	-2.78567671e-02	7.95011992e-05	2.77772659e-04	1.45921209e-03	-3.65033249e-17	1.45921209e-03	-1.45921209e-03
52              	2.94486956e-01	1.47525373e-01	1.46961582e-01	-5.63790654e-02	-2.81074283e-02	-2.82716371e-02	8.21043842e-05	2.81895327e-04	1.47243478e-03	-3.64884393e-17	1.47243478e-03	-1.47243478e-03
53              	3.04953034e-01	1.52760613e-01	1.52192421e-01	-5.68192232e-02	-2.83248833e-02	-2.84943399e-02	8.47283347e-05	2.84096116e-04	1.52476517e-03	-3.64752870e-17	1.52476517e-03	-1.52476517e-03
54              	3.16199918e-01	1.58382064e-01	1.57817854e-01	-5.64209206e-02	-2.81230985e-02	-2.82978221e-02	8.73617903e-05	2.82104603e-04	1.58099959e-03	-3.64650122e-17	1.58099959e-03	-1.58099959e-03
55              	3.22805268e-01	1.61678662e-01	1.61126606e-01	-5.52055790e-02	-2.75127807e-02	-2.76927983e-02	9.00088101e-05	2.76027895e-04	1.61402634e-03	-3.64576058e-17	1.61402634e-03	-1.61402634e-03
56              	3.22822673e-01	1.61678838e-01	1.61143835e-01	-5.35002473e-02	-2.66574230e-02	-2.68428243e-02	9.27006664e-05	2.67501236e-04	1.61411336e-03	-3.64513461e-17	1.61411336e-03	-1.61411336e-03
57              	3.17415610e-01	1.58966362e-01	1.58449247e-01	-5.17114847e-02	-2.57603083e-02	-2.59511764e-02	9.54340045e-05	2.58557423e-04	1.58707805e-03	-3.64447059e-17	1.58707805e-03	-1.58707805e-03
58              	3.09961753e-01	1.55231950e-01	1.54729803e-01	-5.02146400e-02	-2.50091144e-02	-2.52055257e-02	9.82056642e-05	2.51073200e-04	1.54980877e-03	-3.64371812e-17	1.54980877e-03	-1.54980877e-03
59              	3.04054757e-01	1.52273516e-01	1.51781240e-01	-4.92276243e-02	-2.45128020e-02	-2.47148223e-02	1.01010166e-04	2.46138121e-04	1.52027378e-03	-3.64289590e-17	1.52027378e-03	-1.52027378e-03
60              	3.01414886e-01	1.50950407e-01	1.50464479e-01	-4.85927385e-02	-2.41925218e-02	-2.44002167e-02	1.03847455e-04	2.42963692e-04	1.50707443e-03	-3.64202333e-17	1.50707443e-03	-1.50707443e-03
61              	3.01670762e-01	1.51075815e-01	1.50594947e-01	-4.80867759e-02	-2.39366644e-02	-2.41501115e-02	1.06723587e-04	2.40433880e-04	1.50835381e-03	-3.64115884e-17	1.50835381e-03	-1.50835381e-03
62              	3.03362704e-01	1.51918811e-01	1.51443892e-01	-4.74919078e-02	-2.36363160e-02	-2.38555917e-02	1.09637838e-04	2.37459539e-04	1.51681352e-03	-3.64036121e-17	1.51681352e-03	-1.51681352e-03
63              	3.05112096e-01	1.52789553e-01	1.52322543e-01	-4.67010075e-02	-2.32379378e-02	-2.34630697e-02	1.12565924e-04	2.33505038e-04	1.52556048e-03	-3.63964273e-17	1.52556048e-03	-1.52556048e-03
64              	3.05820370e-01	1.53138649e-01	1.52681721e-01	-4.56927374e-02	-2.27308545e-02	-2.29618828e-02	1.15514147e-04	2.28463687e-04	1.52910185e-03	-3.63900393e-17	1.52910185e-03	-1.52910185e-03
65              	3.05019185e-01	1.52732274e-01	1.52286910e-01	-4.45363920e-02	-2.21496881e-02	-2.23867040e-02	1.18507952e-04	2.22681960e-04	1.52509592e-03	-3.63840266e-17	1.52509592e-03	-1.52509592e-03
66              	3.02882302e-01	1.51657645e-01	1.51224657e-01	-4.32988623e-02	-2.15278813e-02	-2.17709809e-02	1.21549797e-04	2.16494311e-04	1.51441151e-03	-3.63781770e-17	1.51441151e-03	-1.51441151e-03
67              	3.00369204e-01	1.50395031e-01	1.49974172e-01	-4.20859293e-02	-2.09183299e-02	-2.11675994e-02	1.24634730e-04	2.10429647e-04	1.50184602e-03	-3.63719422e-17	1.50184602e-03	-1.50184602e-03
68              	2.98354248e-01	1.49381979e-01	1.48972270e-01	-4.09708786e-02	-2.03576790e-02	-2.06131996e-02	1.27760297e-04	2.04854393e-04	1.49177124e-03	-3.63655067e-17	1.49177124e-03	-1.49177124e-03
69              	2.97119223e-01	1.48759373e-01	1.48359850e-01	-3.99522492e-02	-1.98452055e-02	-2.01070437e-02	1.30919078e-04	1.99761246e-04	1.48559611e-03	-3.63591679e-17	1.48559611e-03	-1.48559611e-03
70              	2.96463283e-01	1.48426478e-01	1.48036805e-01	-3.89673691e-02	-1.93495871e-02	-1.96177821e-02	1.34097499e-04	1.94836846e-04	1.48231642e-03	-3.63529322e-17	1.48231642e-03	-1.48231642e-03
71              	2.96202936e-01	1.48291155e-01	1.47911781e-01	-3.79374124e-02	-1.88313977e-02	-1.91060148e-02	1.37308545e-04	1.89687062e-04	1.48101468e-03	-3.63469793e-17	1.48101468e-03	-1.48101468e-03
72              	2.96011223e-01	1.48189816e-01	1.47821407e-01	-3.68408817e-02	-1.82798711e-02	-1.85610106e-02	1.40569727e-04	1.84204409e-04	1.48005611e-03	-3.63412182e-17	1.48005611e-03	-1.48005611e-03
73              	2.95553703e-01	1.47955226e-01	1.47598477e-01	-3.56749531e-02	-1.76935968e-02	-1.79813563e-02	1.43879757e-04	1.78374765e-04	1.47776851e-03	-3.63355309e-17	1.47776851e-03	-1.47776851e-03
74              	2.94615903e-01	1.47480348e-01	1.47135555e-01	-3.44792230e-02	-1.70923776e-02	-1.73868454e-02	1.47233877e-04	1.72396115e-04	1.47307951e-03	-3.63299316e-17	1.47307951e-03	-1.47307951e-03
75              	2.93412399e-01	1.46872499e-01	1.46539900e-01	-3.32598861e-02	-1.64793230e-02	-1.67805631e-02	1.50620062e-04	1.66299430e-04	1.46706199e-03	-3.63244234e-17	1.46706199e-03	-1.46706199e-03
76              	2.92214671e-01	1.46267586e-01	1.45947085e-01	-3.20501186e-02	-1.58710237e-02	-1.61790949e-02	1.54035627e-04	1.60250593e-04	1.46107336e-03	-3.63187824e-17	1.46107336e-03	-1.46107336e-03
77              	2.91137001e-01	1.45722821e-01	1.45414181e-01	-3.08639701e-02	-1.52744884e-02	-1.55894817e-02	1.57496637e-04	1.54319850e-04	1.45568501e-03	-3.63130489e-17	1.45568501e-03	-1.45568501e-03
78              	2.90198767e-01	1.45247685e-01	1.44951083e-01	-2.96602365e-02	-1.46691153e-02	-1.49911211e-02	1.61002897e-04	1.48301182e-04	1.45099384e-03	-3.63072964e-17	1.45099384e-03	-1.45099384e-03
79              	2.89486058e-01	1.44885027e-01	1.44601031e-01	-2.83995718e-02	-1.40352408e-02	-1.43643310e-02	1.64545125e-04	1.41997859e-04	1.44743029e-03	-3.63016254e-17	1.44743029e-03	-1.44743029e-03
80              	2.88914867e-01	1.44592957e-01	1.44321910e-01	-2.71047332e-02	-1.33842447e-02	-1.37204885e-02	1.68121928e-04	1.35523666e-04	1.44457434e-03	-3.62960507e-17	1.44457434e-03	-1.44457434e-03
81              	2.88296026e-01	1.44277030e-01	1.44018996e-01	-2.58033529e-02	-1.27299356e-02	-1.30734173e-02	1.71740861e-04	1.29016764e-04	1.44148013e-03	-3.62906414e-17	1.44148013e-03	-1.44148013e-03
82              	2.87538093e-01	1.43891356e-01	1.43646737e-01	-2.44619080e-02	-1.20555503e-02	-1.24063577e-02	1.75403693e-04	1.22309540e-04	1.43769046e-03	-3.62853724e-17	1.43769046e-03	-1.43769046e-03
83              	2.86770112e-01	1.43500288e-01	1.43269825e-01	-2.30462787e-02	-1.13440312e-02	-1.17022475e-02	1.79108101e-04	1.15231394e-04	1.43385056e-03	-3.62802714e-17	1.43385056e-03	-1.43385056e-03
84              	2.86002150e-01	1.43109000e-01	1.42893150e-01	-2.15849711e-02	-1.06096445e-02	-1.09753266e-02	1.82841009e-04	1.07924855e-04	1.43001075e-03	-3.62752969e-17	1.43001075e-03	-1.43001075e-03
85              	2.85188681e-01	1.42694987e-01	1.42493694e-01	-2.01293611e-02	-9.87807384e-03	-1.02512872e-02	1.86606687e-04	1.00646805e-04	1.42594341e-03	-3.62703796e-17	1.42594341e-03	-1.42594341e-03
86              	2.84338659e-01	1.42262705e-01	1.42075954e-01	-1.86750409e-02	-9.14710500e-03	-9.52793586e-03	1.90415432e-04	9.33752043e-05	1.42169329e-03	-3.62647834e-17	1.42169329e-03	-1.42169329e-03
87              	2.83575410e-01	1.41873766e-01	1.41701644e-01	-1.72121564e-02	-8.41181201e-03	-8.80034443e-03	1.94266209e-04	8.60607822e-05	1.41787705e-03	-3.62591314e-17	1.41787705e-03	-1.41787705e-03
88              	2.82906105e-01	1.41531757e-01	1.41374348e-01	-1.57409212e-02	-7.67230071e-03	-8.06862045e-03	1.98159871e-04	7.87046058e-05	1.41453053e-03	-3.62583576e-17	1.41453053e-03	-1.41453053e-03
89              	2.82244174e-01	1.41193465e-01	1.41050709e-01	-1.42755330e-02	-6.93567999e-03	-7.33985302e-03	2.02086516e-04	7.13776650e-05	1.41122087e-03	-3.62591015e-17	1.41122087e-03	-1.41122087e-03
90              	2.81606551e-01	1.40867193e-01	1.40739358e-01	-1.27835614e-02	-6.18574318e-03	-6.59781820e-03	2.06037511e-04	6.39178069e-05	1.40803276e-03	-3.62607536e-17	1.40803276e-03	-1.40803276e-03
91              	2.81002492e-01	1.40557488e-01	1.40445004e-01	-1.12483353e-02	-5.41414157e-03	-5.83419375e-03	2.10026092e-04	5.62416766e-05	1.40501246e-03	-3.62599795e-17	1.40501246e-03	-1.40501246e-03
92              	2.80371072e-01	1.40233878e-01	1.40137194e-01	-9.66848973e-03	-4.62018763e-03	-5.04830210e-03	2.14057238e-04	4.83424487e-05	1.40185536e-03	-3.62599909e-17	1.40185536e-03	-1.40185536e-03
93              	2.79650336e-01	1.39865388e-01	1.39784949e-01	-8.04393031e-03	-3.80383395e-03	-4.24009636e-03	2.18131201e-04	4.02196515e-05	1.39825168e-03	-3.62623929e-17	1.39825168e-03	-1.39825168e-03
94              	2.78929274e-01	1.39496468e-01	1.39432806e-01	-6.36614614e-03	-2.96082734e-03	-3.40531880e-03	2.22245727e-04	3.18307307e-05	1.39464637e-03	-3.62639611e-17	1.39464637e-03	-1.39464637e-03
95              	2.78249651e-01	1.39148097e-01	1.39101554e-01	-4.65431359e-03	-2.10075870e-03	-2.55355488e-03	2.26398090e-04	2.32715679e-05	1.39124825e-03	-3.62662586e-17	1.39124825e-03	-1.39124825e-03
96              	2.77606952e-01	1.38818034e-01	1.38788918e-01	-2.91167282e-03	-1.22525307e-03	-1.68641975e-03	2.30583337e-04	1.45583641e-05	1.38803476e-03	-3.62677699e-17	1.38803476e-03	-1.38803476e-03
97              	2.76996175e-01	1.38503724e-01	1.38492451e-01	-1.12733688e-03	-3.28875783e-04	-7.98461098e-04	2.34792658e-04	5.63668441e-06	1.38498087e-03	-3.62701092e-17	1.38498087e-03	-1.38498087e-03
98              	2.76444717e-01	1.38218813e-01	1.38225904e-01	7.09110918e-04	5.93582514e-04	1.15528404e-04	2.39027055e-04	-3.54555459e-06	1.38222358e-03	-3.62759043e-17	1.38222358e-03	-1.38222358e-03
99              	2.75899077e-01	1.37936711e-01	1.37962366e-01	2.56543957e-03	1.52601916e-03	1.03942041e-03	2.43299378e-04	-1.28271979e-05	1.37949539e-03	-3.62776465e-17	1.37949539e-03	-1.37949539e-03
100             	2.75308961e-01	1.37632389e-01	1.37676572e-01	4.41825663e-03	2.45674161e-03	1.96151502e-03	2.47613296e-04	-2.20912831e-05	1.37654480e-03	-3.62789516e-17	1.37654480e-03	-1.37654480e-03
101             	2.74704101e-01	1.37320613e-01	1.37383488e-01	6.28754545e-03	3.39573800e-03	2.89180745e-03	2.51965277e-04	-3.14377273e-05	1.37352051e-03	-3.62830601e-17	1.37352051e-03	-1.37352051e-03
102             	2.74133363e-01	1.37025687e-01	1.37107676e-01	8.19891484e-03	4.35580839e-03	3.84310645e-03	2.56350971e-04	-4.09945742e-05	1.37066682e-03	-3.62852405e-17	1.37066682e-03	-1.37066682e-03
103             	2.73583366e-01	1.36740844e-01	1.36842522e-01	1.01677163e-02	5.34462595e-03	4.82309034e-03	2.60767804e-04	-5.08385814e-05	1.36791683e-03	-3.62890615e-17	1.36791683e-03	-1.36791683e-03
104             	2.73009855e-01	1.36444017e-01	1.36565838e-01	1.21820812e-02	6.35625359e-03	5.82582766e-03	2.65212963e-04	-6.09104062e-05	1.36504928e-03	-3.62894054e-17	1.36504928e-03	-1.36504928e-03
105             	2.72448347e-01	1.36153023e-01	1.36295324e-01	1.42301623e-02	7.38476282e-03	6.84539950e-03	2.69681661e-04	-7.11508116e-05	1.36224173e-03	-3.62900559e-17	1.36224173e-03	-1.36224173e-03
106             	2.71910518e-01	1.35873708e-01	1.36036809e-01	1.63100971e-02	8.42922089e-03	7.88087617e-03	2.74172360e-04	-8.15504853e-05	1.35955259e-03	-3.62939622e-17	1.35955259e-03	-1.35955259e-03
107             	2.71377928e-01	1.35596923e-01	1.35781005e-01	1.84081271e-02	9.48274816e-03	8.92537893e-03	2.78684618e-04	-9.20406354e-05	1.35688964e-03	-3.62980745e-17	1.35688964e-03	-1.35688964e-03
108             	2.70854262e-01	1.35324505e-01	1.35529757e-01	2.05252409e-02	1.05458346e-02	9.97940634e-03	2.83214121e-04	-1.02626205e-04	1.35427131e-03	-3.62990864e-17	1.35427131e-03	-1.35427131e-03
109             	2.70358415e-01	1.35065891e-01	1.35292524e-01	2.26632765e-02	1.16194019e-02	1.10438746e-02	2.87763624e-04	-1.13316383e-04	1.35179207e-03	-3.62989652e-17	1.35179207e-03	-1.35179207e-03
110             	2.69898196e-01	1.34824941e-01	1.35073255e-01	2.48314427e-02	1.27080629e-02	1.21233798e-02	2.92341516e-04	-1.24157213e-04	1.34949098e-03	-3.62999917e-17	1.34949098e-03	-1.34949098e-03
111             	2.69457379e-01	1.34593507e-01	1.34863872e-01	2.70365663e-02	1.38152270e-02	1.32213394e-02	2.96943796e-04	-1.35182832e-04	1.34728689e-03	-3.62995870e-17	1.34728689e-03	-1.34728689e-03
112             	2.69049424e-01	1.34378221e-01	1.34671203e-01	2.92981567e-02	1.49506463e-02	1.43475104e-02	3.01567952e-04	-1.46490783e-04	1.34524712e-03	-3.63035621e-17	1.34524712e-03	-1.34524712e-03
113             	2.68643503e-01	1.34163691e-01	1.34479812e-01	3.16121212e-02	1.61122724e-02	1.54998488e-02	3.06211809e-04	-1.58060606e-04	1.34321752e-03	-3.63058599e-17	1.34321752e-03	-1.34321752e-03
